Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:370;None;None;X=46.235 Y=-37.771 Z=-24.954;P=-34.033493 Y=147.616394 R=64.702278;X=32.372 Y=-64.482 Z=-74.281;P=-48.853199 Y=1.619151 R=-143.017731;X=23.917 Y=-43.185 Z=2.476;P=-35.022213 Y=-2.264160 R=1.319442;0;0;X=25.009 Y=-42.815 Z=1.958;X=0.743 Y=-0.006 Z=-0.670
0:0:940;None;None;X=46.718 Y=-31.585 Z=-41.122;P=-7.570260 Y=166.156876 R=59.969467;X=32.372 Y=-64.482 Z=-74.281;P=-48.853199 Y=1.619151 R=-143.017731;X=25.490 Y=-44.023 Z=1.532;P=-38.583858 Y=-1.010773 R=0.214477;0;0;X=26.945 Y=-43.112 Z=0.491;X=0.695 Y=0.231 Z=-0.681
0:1:300;None;None;X=49.077 Y=-30.752 Z=-45.292;P=-2.762046 Y=168.719727 R=53.736500;X=32.372 Y=-64.482 Z=-74.281;P=-48.853199 Y=1.619151 R=-143.017731;X=26.895 Y=-44.058 Z=-1.063;P=-46.380798 Y=17.214329 R=-8.305063;0;0;X=27.518 Y=-42.892 Z=-1.451;X=0.574 Y=0.216 Z=-0.790
0:1:850;None;None;X=50.669 Y=-33.286 Z=-49.648;P=-0.394778 Y=168.051880 R=58.573433;X=51.978 Y=-54.975 Z=-50.551;P=7.412633 Y=20.072073 R=-112.097710;X=27.848 Y=-47.032 Z=-1.995;P=-49.618317 Y=9.006951 R=-2.336456;0;0;X=28.964 Y=-46.745 Z=-2.580;X=0.532 Y=-0.103 Z=-0.841
0:2:327;None;None;X=49.906 Y=-29.824 Z=-67.257;P=30.799793 Y=165.291382 R=30.880274;X=46.381 Y=-60.160 Z=-71.328;P=-32.671089 Y=13.554829 R=-138.309265;X=34.344 Y=-45.629 Z=-0.780;P=-45.752277 Y=-0.649048 R=-1.892547;0;0;X=35.689 Y=-44.836 Z=-1.341;X=0.723 Y=-0.024 Z=-0.690
0:2:805;None;None;X=37.993 Y=-37.880 Z=-66.419;P=45.874252 Y=169.100800 R=37.893494;X=46.381 Y=-60.160 Z=-71.328;P=-32.671089 Y=13.554829 R=-138.309265;X=45.490 Y=-40.155 Z=-2.595;P=-52.371971 Y=-7.677254 R=-0.930389;0;0;X=46.283 Y=-39.693 Z=-3.324;X=0.578 Y=-0.160 Z=-0.801
0:3:330;None;None;X=59.061 Y=-26.480 Z=-72.275;P=35.939140 Y=148.886566 R=24.717186;X=58.397 Y=-50.672 Z=-68.310;P=-29.956722 Y=-2.370592 R=-148.541580;X=52.952 Y=-36.096 Z=-2.508;P=-49.619404 Y=-17.971317 R=3.384930;0;0;X=54.185 Y=-35.538 Z=-3.113;X=0.635 Y=-0.187 Z=-0.749
0:3:830;None;None;X=58.822 Y=-20.086 Z=-74.783;P=49.345890 Y=165.427216 R=8.769395;X=49.565 Y=-62.277 Z=-77.866;P=-49.423340 Y=-13.622067 R=-159.309570;X=59.708 Y=-40.247 Z=-3.796;P=-53.174431 Y=-12.356982 R=3.556374;0;0;X=60.436 Y=-39.679 Z=-4.562;X=0.469 Y=-0.178 Z=-0.865
0:4:310;None;None;X=64.839 Y=-29.932 Z=-72.863;P=48.850212 Y=-177.926422 R=26.279192;X=88.632 Y=-59.966 Z=-71.664;P=-30.922443 Y=5.988405 R=-129.104050;X=71.895 Y=-52.104 Z=-5.702;P=-61.287121 Y=6.331096 R=-3.840575;0;0;X=73.429 Y=-52.449 Z=-6.899;X=0.334 Y=-0.048 Z=-0.941
0:4:900;None;spoon;X=67.438 Y=-36.381 Z=-69.453;P=41.573307 Y=175.371231 R=24.381777;X=93.908 Y=-59.454 Z=-77.123;P=-29.674213 Y=1.541395 R=-124.374352;X=79.315 Y=-54.909 Z=-7.982;P=-66.266533 Y=18.082640 R=-12.011981;0;0;X=79.671 Y=-53.264 Z=-8.951;X=0.284 Y=-0.042 Z=-0.958
0:5:350;None;None;X=67.438 Y=-36.381 Z=-69.453;P=41.573307 Y=175.371231 R=24.381777;X=92.021 Y=-62.612 Z=-72.598;P=-26.094143 Y=-6.268492 R=-137.128357;X=77.673 Y=-50.946 Z=-7.091;P=-64.644341 Y=4.740388 R=-4.487216;0;0;X=77.604 Y=-50.331 Z=-7.741;X=0.290 Y=-0.088 Z=-0.953
0:5:920;None;None;X=66.391 Y=-59.295 Z=-2.843;P=1.284260 Y=123.815262 R=-15.403441;X=85.725 Y=-66.298 Z=-73.333;P=-31.610838 Y=-15.424435 R=-125.961464;X=75.923 Y=-49.111 Z=-6.424;P=-62.425549 Y=-8.732253 R=3.992543;0;0;X=76.267 Y=-48.746 Z=-7.260;X=0.295 Y=-0.192 Z=-0.936
0:6:350;None;None;X=66.391 Y=-59.295 Z=-2.843;P=1.284260 Y=123.815262 R=-15.403441;X=77.191 Y=-67.807 Z=-76.874;P=-35.458347 Y=-18.506901 R=-118.328079;X=76.020 Y=-50.349 Z=-5.134;P=-57.454552 Y=-17.276320 R=5.558330;0;0;X=76.319 Y=-51.158 Z=-5.369;X=0.488 Y=-0.467 Z=-0.737
0:6:815;None;None;X=66.391 Y=-59.295 Z=-2.843;P=1.284260 Y=123.815262 R=-15.403441;X=75.111 Y=-64.858 Z=-78.398;P=-44.230782 Y=-19.081686 R=-124.250557;X=75.313 Y=-52.265 Z=-4.164;P=-52.369965 Y=-34.866962 R=8.849598;0;0;X=75.929 Y=-52.177 Z=-5.096;X=0.336 Y=-0.441 Z=-0.832
0:7:310;None;None;X=66.391 Y=-59.295 Z=-2.843;P=1.284260 Y=123.815262 R=-15.403441;X=75.039 Y=-65.018 Z=-76.200;P=-42.335590 Y=-21.347418 R=-124.132355;X=77.795 Y=-48.731 Z=-5.778;P=-59.242367 Y=-27.554583 R=1.682459;0;0;X=78.098 Y=-49.060 Z=-6.453;X=0.531 Y=-0.114 Z=-0.840
0:7:830;None;None;X=66.391 Y=-59.295 Z=-2.843;P=1.284260 Y=123.815262 R=-15.403441;X=77.730 Y=-64.834 Z=-75.833;P=-45.731312 Y=-27.707836 R=-115.550446;X=79.677 Y=-43.166 Z=-6.378;P=-60.717518 Y=-14.882737 R=1.269235;0;0;X=80.143 Y=-42.820 Z=-7.216;X=0.339 Y=-0.113 Z=-0.934
