Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:66;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:0:184;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:0:184;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:0:682;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:0:682;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:1:184;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:1:184;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:1:685;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:1:685;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:184;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:184;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:686;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:686;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:184;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:184;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:686;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:686;None;None;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;X=0.000 Y=0.000 Z=0.000;P=0.000000 Y=0.000000 R=0.000000;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
