Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:60;None;None;X=47.831 Y=40.757 Z=-4.674;P=-31.251659 Y=-174.706787 R=6.626287;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=9.794 Y=27.890 Z=13.905;P=-12.435732 Y=20.954628 R=5.151467;0;0;X=10.474 Y=28.234 Z=13.635;X=0.897 Y=0.361 Z=-0.254
0:0:567;None;None;X=49.102 Y=40.966 Z=-7.729;P=-28.985546 Y=-175.446274 R=9.100127;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=10.687 Y=27.639 Z=14.148;P=-11.742181 Y=17.365501 R=5.364468;0;0;X=11.291 Y=28.431 Z=13.913;X=0.958 Y=0.252 Z=-0.133
0:1:42;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=11.853 Y=26.537 Z=14.262;P=-10.229458 Y=7.049711 R=5.168731;0;0;X=12.693 Y=26.536 Z=14.102;X=0.990 Y=0.111 Z=-0.090
0:1:537;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=11.874 Y=25.670 Z=14.319;P=-10.327669 Y=0.660252 R=5.228151;0;0;X=12.667 Y=26.982 Z=14.113;X=0.991 Y=-0.126 Z=-0.038
0:2:47;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=11.437 Y=23.987 Z=14.392;P=-9.594755 Y=-10.756180 R=5.063821;0;0;X=12.497 Y=25.241 Z=14.276;X=0.943 Y=-0.333 Z=0.030
0:2:531;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=11.278 Y=23.718 Z=14.438;P=-9.413360 Y=-10.813734 R=4.642165;0;0;X=12.335 Y=24.993 Z=14.306;X=0.916 Y=-0.400 Z=0.038
0:3:151;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=10.810 Y=23.490 Z=14.358;P=-9.648865 Y=-11.323443 R=4.420344;0;0;X=11.808 Y=24.714 Z=14.242;X=0.901 Y=-0.430 Z=0.059
0:3:621;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=10.352 Y=22.368 Z=13.615;P=-13.881006 Y=-18.797823 R=3.964714;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:4:61;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=10.757 Y=20.356 Z=10.755;P=-28.127319 Y=-25.182901 R=3.219665;0;0;X=11.341 Y=20.207 Z=10.173;X=0.690 Y=-0.363 Z=-0.626
0:4:531;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=10.323 Y=18.684 Z=8.599;P=-37.237026 Y=-32.304214 R=3.463779;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:5:61;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=10.628 Y=19.055 Z=7.534;P=-41.171539 Y=-31.138384 R=2.591880;0;0;X=10.365 Y=17.620 Z=7.028;X=0.747 Y=-0.112 Z=-0.655
0:5:620;None;None;X=24.681 Y=34.326 Z=-57.793;P=37.459770 Y=150.717712 R=-22.427830;X=87.272 Y=62.239 Z=-62.651;P=50.737087 Y=-73.086403 R=-136.130371;X=10.447 Y=21.121 Z=7.262;P=-41.141907 Y=-33.996597 R=4.822247;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:6:70;None;None;X=37.830 Y=33.699 Z=-13.349;P=-25.186533 Y=165.368973 R=-4.016222;X=17.118 Y=6.561 Z=-1.636;P=50.426628 Y=-19.336851 R=-172.376938;X=10.322 Y=23.077 Z=6.005;P=-46.724838 Y=-21.558979 R=-1.244599;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:6:540;None;None;X=37.830 Y=33.699 Z=-13.349;P=-25.186533 Y=165.368973 R=-4.016222;X=17.118 Y=6.561 Z=-1.636;P=50.426628 Y=-19.336851 R=-172.376938;X=11.490 Y=23.431 Z=5.378;P=-47.157711 Y=-20.226683 R=-2.376953;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:7:90;None;None;X=37.830 Y=33.699 Z=-13.349;P=-25.186533 Y=165.368973 R=-4.016222;X=17.118 Y=6.561 Z=-1.636;P=50.426628 Y=-19.336851 R=-172.376938;X=12.039 Y=22.718 Z=6.705;P=-43.284721 Y=-21.248430 R=0.135509;0;0;X=12.922 Y=22.746 Z=6.518;X=0.721 Y=-0.326 Z=-0.611
0:7:682;None;None;X=37.830 Y=33.699 Z=-13.349;P=-25.186533 Y=165.368973 R=-4.016222;X=17.118 Y=6.561 Z=-1.636;P=50.426628 Y=-19.336851 R=-172.376938;X=12.344 Y=22.688 Z=7.057;P=-41.507988 Y=-21.001644 R=-0.741516;0;0;X=12.359 Y=20.157 Z=6.531;X=0.686 Y=-0.332 Z=-0.647
0:8:80;None;None;X=37.830 Y=33.699 Z=-13.349;P=-25.186533 Y=165.368973 R=-4.016222;X=17.118 Y=6.561 Z=-1.636;P=50.426628 Y=-19.336851 R=-172.376938;X=12.905 Y=22.596 Z=6.447;P=-44.992279 Y=-28.800163 R=6.346181;0;0;X=13.447 Y=21.954 Z=6.132;X=0.698 Y=-0.436 Z=-0.568
0:8:571;None;None;X=37.830 Y=33.699 Z=-13.349;P=-25.186533 Y=165.368973 R=-4.016222;X=8.891 Y=5.995 Z=-62.716;P=-39.074043 Y=-7.181546 R=-132.033325;X=13.021 Y=20.768 Z=7.101;P=-42.404945 Y=-28.226131 R=1.497204;0;0;X=13.873 Y=21.004 Z=6.580;X=0.760 Y=-0.374 Z=-0.532
0:9:65;None;None;X=37.830 Y=33.699 Z=-13.349;P=-25.186533 Y=165.368973 R=-4.016222;X=8.891 Y=5.995 Z=-62.716;P=-39.074043 Y=-7.181546 R=-132.033325;X=12.752 Y=19.581 Z=7.525;P=-40.700916 Y=-30.834665 R=2.423405;0;0;X=13.302 Y=19.155 Z=6.966;X=0.742 Y=-0.328 Z=-0.585
0:9:540;None;None;X=37.830 Y=33.699 Z=-13.349;P=-25.186533 Y=165.368973 R=-4.016222;X=8.891 Y=5.995 Z=-62.716;P=-39.074043 Y=-7.181546 R=-132.033325;X=13.110 Y=20.017 Z=7.323;P=-41.608883 Y=-21.711565 R=-1.937041;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
