Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:130;None;None;X=34.442 Y=-25.363 Z=-16.319;P=-38.528244 Y=174.257553 R=72.772476;X=10.106 Y=-64.055 Z=-74.762;P=-46.433651 Y=1.765394 R=-161.324524;X=-1.265 Y=-45.038 Z=7.643;P=-20.589651 Y=15.954754 R=0.954886;0;0;X=-0.231 Y=-44.642 Z=7.336;X=0.848 Y=0.339 Z=-0.408
0:0:550;None;None;X=22.408 Y=-31.580 Z=-19.714;P=-40.459953 Y=159.655014 R=60.106052;X=10.106 Y=-64.055 Z=-74.762;P=-46.433651 Y=1.765394 R=-161.324524;X=0.795 Y=-44.937 Z=7.081;P=-23.797819 Y=13.918762 R=1.145309;0;0;X=1.808 Y=-44.876 Z=6.594;X=0.817 Y=0.169 Z=-0.551
0:1:10;None;None;X=14.232 Y=-23.642 Z=-65.357;P=37.137695 Y=-163.802841 R=1.296549;X=10.106 Y=-64.055 Z=-74.762;P=-46.433651 Y=1.765394 R=-161.324524;X=3.069 Y=-44.394 Z=5.206;P=-32.647392 Y=6.515865 R=4.162331;0;0;X=3.798 Y=-43.796 Z=4.591;X=0.749 Y=0.075 Z=-0.658
0:1:510;None;None;X=8.819 Y=-28.748 Z=-68.842;P=43.217266 Y=173.740433 R=-16.804735;X=10.106 Y=-64.055 Z=-74.762;P=-46.433651 Y=1.765394 R=-161.324524;X=6.571 Y=-40.248 Z=1.936;P=-46.050800 Y=2.390316 R=5.149254;0;0;X=7.149 Y=-40.023 Z=1.090;X=0.673 Y=-0.001 Z=-0.740
0:2:50;None;None;X=32.185 Y=-28.520 Z=-38.334;P=-2.816941 Y=169.613266 R=-34.550381;X=33.570 Y=-44.771 Z=-37.031;P=10.549363 Y=13.491835 R=131.661774;X=8.268 Y=-35.457 Z=-1.023;P=-50.515255 Y=-10.870775 R=9.550747;0;0;X=8.818 Y=-35.310 Z=-1.698;X=0.603 Y=0.002 Z=-0.798
0:2:510;None;None;X=31.336 Y=-28.487 Z=-37.621;P=-6.155202 Y=171.989639 R=-40.231453;X=35.227 Y=-46.687 Z=-34.472;P=16.034674 Y=9.360140 R=116.312408;X=8.970 Y=-37.639 Z=-1.789;P=-51.947807 Y=-19.529022 R=16.035925;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:20;None;None;X=29.711 Y=-28.735 Z=-43.667;P=4.865273 Y=178.222748 R=-31.375477;X=36.948 Y=-53.465 Z=-33.330;P=17.765526 Y=9.908441 R=116.529793;X=10.256 Y=-42.709 Z=-1.956;P=-54.635071 Y=-11.859854 R=10.983561;0;0;X=10.620 Y=-42.045 Z=-2.786;X=0.484 Y=-0.055 Z=-0.873
0:3:520;None;None;X=27.293 Y=-29.365 Z=-48.476;P=12.767365 Y=179.587448 R=-30.481337;X=38.199 Y=-55.628 Z=-34.267;P=14.642292 Y=9.922387 R=118.431236;X=12.177 Y=-43.893 Z=-2.512;P=-56.874084 Y=-13.693500 R=13.721473;0;0;X=12.486 Y=-43.540 Z=-3.309;X=0.512 Y=-0.108 Z=-0.852
0:4:120;None;None;X=27.038 Y=-29.572 Z=-49.457;P=14.723168 Y=177.881149 R=-30.712917;X=38.621 Y=-55.475 Z=-34.625;P=13.488831 Y=11.638261 R=119.150566;X=12.686 Y=-44.049 Z=-2.566;P=-57.135830 Y=-14.081962 R=14.367244;0;0;X=13.113 Y=-43.958 Z=-3.412;X=0.536 Y=-0.093 Z=-0.839
0:4:632;None;None;X=26.769 Y=-29.590 Z=-49.766;P=15.500164 Y=177.575699 R=-30.572489;X=38.288 Y=-55.577 Z=-34.830;P=13.378557 Y=11.083262 R=118.989105;X=12.359 Y=-44.307 Z=-2.656;P=-57.384884 Y=-15.173511 R=14.158970;0;0;X=12.684 Y=-43.881 Z=-3.458;X=0.459 Y=-0.094 Z=-0.884
0:5:30;None;None;X=26.344 Y=-29.586 Z=-49.596;P=15.294425 Y=177.195282 R=-30.682673;X=37.489 Y=-55.631 Z=-34.853;P=13.416834 Y=10.532122 R=119.440399;X=11.711 Y=-44.385 Z=-2.641;P=-57.489780 Y=-16.012712 R=14.108842;0;0;X=12.148 Y=-43.663 Z=-3.501;X=0.439 Y=-0.088 Z=-0.894
0:5:532;None;None;X=26.140 Y=-29.895 Z=-49.579;P=15.141114 Y=176.152786 R=-31.351536;X=36.776 Y=-56.083 Z=-34.831;P=13.153769 Y=9.949092 R=120.341698;X=11.179 Y=-44.403 Z=-2.505;P=-56.874950 Y=-17.149942 R=14.255238;0;0;X=11.589 Y=-43.516 Z=-3.367;X=0.455 Y=-0.096 Z=-0.885
0:6:20;None;None;X=26.174 Y=-30.035 Z=-49.489;P=14.607315 Y=175.282516 R=-31.098154;X=36.602 Y=-56.083 Z=-34.602;P=13.499007 Y=9.864071 R=121.367264;X=10.894 Y=-44.283 Z=-2.421;P=-56.490372 Y=-17.651348 R=14.618467;0;0;X=11.368 Y=-43.309 Z=-3.268;X=0.486 Y=-0.114 Z=-0.866
0:6:520;None;None;X=25.874 Y=-30.029 Z=-49.745;P=14.972669 Y=174.889725 R=-31.663364;X=36.390 Y=-56.152 Z=-34.750;P=13.388345 Y=9.467564 R=121.724670;X=10.757 Y=-44.157 Z=-2.529;P=-56.510845 Y=-17.980839 R=14.724194;0;0;X=11.284 Y=-43.965 Z=-3.232;X=0.546 Y=-0.126 Z=-0.828
0:7:16;None;None;X=25.636 Y=-29.721 Z=-50.039;P=15.010228 Y=174.489517 R=-31.258949;X=36.409 Y=-56.100 Z=-35.002;P=12.881483 Y=9.405340 R=122.277740;X=10.960 Y=-43.789 Z=-2.641;P=-56.528557 Y=-18.445349 R=15.244404;0;0;X=11.467 Y=-43.733 Z=-3.358;X=0.523 Y=-0.124 Z=-0.844
0:7:568;None;None;X=26.075 Y=-29.405 Z=-50.416;P=15.796984 Y=174.137634 R=-31.325924;X=36.638 Y=-57.394 Z=-35.361;P=12.329632 Y=7.953710 R=121.469032;X=11.449 Y=-43.486 Z=-2.657;P=-56.720760 Y=-19.397493 R=15.610811;0;0;X=12.135 Y=-43.431 Z=-3.420;X=0.517 Y=-0.127 Z=-0.847
