Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:81;None;None;X=10.495 Y=-225.585 Z=-2.292;P=-17.039005 Y=-115.584167 R=80.428482;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=2.142 Y=-268.772 Z=34.085;P=-30.466427 Y=77.611732 R=1.195081;0;0;X=2.591 Y=-267.815 Z=32.592;X=0.229 Y=0.803 Z=-0.550
0:0:581;None;None;X=5.575 Y=-242.482 Z=-18.245;P=-13.579248 Y=-125.692635 R=66.853645;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=3.795 Y=-265.991 Z=34.914;P=-25.852291 Y=76.174065 R=-0.100250;0;0;X=3.647 Y=-265.343 Z=33.489;X=0.238 Y=0.799 Z=-0.553
0:1:82;None;None;X=-6.734 Y=-252.801 Z=-48.633;P=25.472130 Y=-125.566666 R=60.285412;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=3.796 Y=-260.354 Z=34.601;P=-25.928680 Y=75.343239 R=0.990118;0;0;X=4.211 Y=-259.760 Z=33.494;X=0.249 Y=0.798 Z=-0.549
0:1:582;None;None;X=-13.921 Y=-255.129 Z=-47.441;P=25.494499 Y=-125.575264 R=60.281689;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=4.430 Y=-258.351 Z=32.216;P=-39.006767 Y=73.865509 R=-1.647641;0;0;X=4.172 Y=-257.446 Z=30.967;X=0.165 Y=0.568 Z=-0.806
0:2:81;None;None;X=-13.921 Y=-255.131 Z=-47.442;P=25.506207 Y=-125.573593 R=60.263725;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=6.143 Y=-258.649 Z=29.315;P=-48.023705 Y=70.317909 R=-3.166719;0;0;X=6.242 Y=-258.000 Z=28.101;X=0.245 Y=0.544 Z=-0.802
0:2:582;None;None;X=-13.921 Y=-255.131 Z=-47.442;P=25.506207 Y=-125.573593 R=60.263725;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=3.976 Y=-258.568 Z=26.971;P=-53.939079 Y=78.630630 R=-6.998298;0;0;X=4.191 Y=-257.863 Z=25.204;X=0.116 Y=0.530 Z=-0.840
0:3:83;None;None;X=-13.921 Y=-255.131 Z=-47.442;P=25.506207 Y=-125.573593 R=60.263725;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=4.248 Y=-260.105 Z=29.061;P=-46.153095 Y=67.902534 R=-0.336397;0;0;X=3.851 Y=-259.096 Z=27.261;X=0.302 Y=0.586 Z=-0.752
0:3:583;None;None;X=-13.921 Y=-255.131 Z=-47.442;P=25.506207 Y=-125.573593 R=60.263725;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=5.895 Y=-260.942 Z=27.732;P=-47.710251 Y=59.103661 R=1.180338;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:4:84;None;None;X=-13.921 Y=-255.131 Z=-47.442;P=25.506207 Y=-125.573593 R=60.263725;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=2.816 Y=-259.889 Z=27.752;P=-46.246326 Y=78.231133 R=-5.932438;0;0;X=4.590 Y=-259.985 Z=26.846;X=-0.037 Y=0.667 Z=-0.744
0:4:583;None;None;X=-13.921 Y=-255.131 Z=-47.442;P=25.506207 Y=-125.573593 R=60.263725;X=20.881 Y=-265.643 Z=-45.966;P=-23.868341 Y=95.901489 R=-126.854828;X=-0.307 Y=-258.857 Z=28.407;P=-44.468739 Y=87.288383 R=-5.307009;0;0;X=-0.380 Y=-258.282 Z=27.737;X=-0.126 Y=0.675 Z=-0.727
