Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:398;None;None;X=-122.137 Y=-176.728 Z=-36.536;P=-59.197124 Y=-160.746109 R=70.074715;X=-140.133 Y=-197.095 Z=-41.714;P=20.922590 Y=67.684387 R=-166.558868;X=-142.605 Y=-198.885 Z=-7.297;P=-31.213806 Y=32.322685 R=-3.127350;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:0:901;None;None;X=-131.007 Y=-177.692 Z=-34.936;P=-64.599380 Y=-144.209610 R=44.347233;X=-139.455 Y=-198.463 Z=-42.304;P=19.122732 Y=64.947105 R=-169.687561;X=-141.210 Y=-199.141 Z=-11.203;P=-45.571621 Y=36.913952 R=-5.952549;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:1:399;None;None;X=-133.248 Y=-179.615 Z=-34.264;P=-63.537033 Y=-140.318542 R=31.648649;X=-140.056 Y=-200.094 Z=-42.906;P=17.469048 Y=65.523216 R=-169.938187;X=-139.735 Y=-200.479 Z=-11.009;P=-44.436298 Y=28.502131 R=-3.266847;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:1:899;None;None;X=-128.488 Y=-182.864 Z=-34.575;P=-63.092751 Y=-151.330627 R=30.914888;X=-137.354 Y=-201.432 Z=-43.191;P=18.224747 Y=59.845444 R=-169.082504;X=-135.829 Y=-204.059 Z=-10.282;P=-41.228012 Y=15.798527 R=-2.823853;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:399;None;None;X=-127.927 Y=-184.742 Z=-34.187;P=-64.798836 Y=-160.173767 R=36.490913;X=-135.261 Y=-199.824 Z=-43.251;P=19.523405 Y=58.642551 R=-166.074448;X=-136.124 Y=-205.019 Z=-9.422;P=-41.724171 Y=17.694103 R=-4.236758;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:899;None;None;X=-127.936 Y=-185.538 Z=-34.738;P=-61.786953 Y=-165.139603 R=36.673420;X=-135.528 Y=-199.368 Z=-42.715;P=20.225275 Y=60.251335 R=-171.604858;X=-135.694 Y=-205.566 Z=-9.592;P=-41.595757 Y=14.694366 R=-4.391664;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:399;None;None;X=-120.886 Y=-175.442 Z=-37.544;P=-54.374828 Y=-160.337967 R=44.863979;X=-132.686 Y=-195.919 Z=-43.554;P=17.245844 Y=63.870571 R=-170.137390;X=-132.174 Y=-198.296 Z=-10.994;P=-47.729214 Y=34.102932 R=-9.559952;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:899;None;None;X=-92.404 Y=-160.366 Z=-61.147;P=11.458885 Y=-165.125351 R=72.045326;X=-122.080 Y=-190.346 Z=-42.000;P=14.645079 Y=50.195152 R=-168.830826;X=-121.189 Y=-186.502 Z=-11.122;P=-51.543793 Y=29.335098 R=-8.849500;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:4:399;None;None;X=-93.566 Y=-159.194 Z=-63.914;P=9.377398 Y=-163.666260 R=59.398422;X=-119.049 Y=-186.960 Z=-42.879;P=11.434979 Y=47.426624 R=-169.925262;X=-119.640 Y=-183.375 Z=-11.443;P=-52.497154 Y=28.743248 R=-3.702120;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:4:898;None;None;X=-101.361 Y=-159.185 Z=-54.594;P=-11.567273 Y=-146.575394 R=41.400909;X=-120.708 Y=-191.043 Z=-42.238;P=12.188834 Y=62.379574 R=-166.002106;X=-123.072 Y=-187.908 Z=-10.212;P=-49.156540 Y=35.699451 R=-0.789582;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
