Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:5;None;None;X=-121.342 Y=-156.478 Z=-35.683;P=-36.444099 Y=-121.746162 R=75.908585;X=-141.302 Y=-166.104 Z=-23.826;P=42.920082 Y=-15.668342 R=163.849457;X=-137.578 Y=-198.931 Z=-7.402;P=-28.353241 Y=56.627438 R=-1.691345;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:0:501;None;None;X=-126.904 Y=-165.319 Z=-30.307;P=-73.504440 Y=-100.784119 R=28.739147;X=-141.302 Y=-166.104 Z=-23.826;P=42.920082 Y=-15.668342 R=163.849457;X=-137.302 Y=-199.915 Z=-8.563;P=-31.627653 Y=52.636566 R=-3.586151;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:0:999;None;None;X=-127.421 Y=-174.533 Z=-32.638;P=-73.784019 Y=-128.323257 R=35.260807;X=-128.246 Y=-202.735 Z=-39.009;P=20.952288 Y=46.324306 R=174.797073;X=-133.906 Y=-201.018 Z=-14.510;P=-54.963207 Y=36.552975 R=-3.214845;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:1:500;None;None;X=-121.773 Y=-181.457 Z=-33.329;P=-69.653160 Y=-147.444077 R=33.792019;X=-127.623 Y=-203.727 Z=-39.379;P=19.127909 Y=43.757961 R=171.380356;X=-129.799 Y=-206.407 Z=-11.636;P=-44.304710 Y=13.489732 R=-0.519317;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:0;None;None;X=-107.996 Y=-194.252 Z=-47.357;P=-26.731207 Y=-167.290558 R=18.888168;X=-127.212 Y=-206.591 Z=-39.376;P=18.232458 Y=32.965595 R=167.123032;X=-129.446 Y=-208.827 Z=-12.735;P=-49.778923 Y=9.614026 R=-4.893740;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:499;None;None;X=-121.343 Y=-207.191 Z=-45.431;P=-52.681004 Y=148.288925 R=47.941566;X=-127.841 Y=-212.806 Z=-39.503;P=22.817413 Y=16.063463 R=177.592743;X=-132.263 Y=-208.199 Z=-12.368;P=-49.203640 Y=15.416698 R=-7.531656;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:0;None;None;X=-115.424 Y=-191.959 Z=-52.769;P=-23.735247 Y=172.035492 R=79.642265;X=-127.687 Y=-210.470 Z=-39.469;P=23.419016 Y=23.647924 R=177.056168;X=-132.674 Y=-207.465 Z=-12.494;P=-49.351402 Y=21.812853 R=-7.950203;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:501;None;None;X=-118.251 Y=-199.098 Z=-48.444;P=-43.858181 Y=156.713074 R=78.347992;X=-128.544 Y=-211.719 Z=-39.491;P=22.201015 Y=22.955021 R=175.083481;X=-132.929 Y=-209.111 Z=-12.817;P=-50.346001 Y=19.618969 R=-8.217506;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:4:4;None;None;X=-113.922 Y=-192.676 Z=-42.769;P=-49.485550 Y=166.312820 R=76.645943;X=-129.513 Y=-212.573 Z=-40.236;P=22.233761 Y=20.978901 R=172.483719;X=-133.162 Y=-209.627 Z=-12.556;P=-47.149567 Y=20.743979 R=-8.734114;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:4:501;None;None;X=-111.207 Y=-190.828 Z=-44.346;P=-39.083630 Y=179.267944 R=75.859047;X=-129.142 Y=-211.553 Z=-40.381;P=20.181370 Y=23.935013 R=172.860107;X=-132.231 Y=-209.484 Z=-12.803;P=-48.580708 Y=20.282976 R=-8.967233;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
