Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:432;None;None;X=-30.820 Y=-202.866 Z=14.361;P=-70.129234 Y=-150.192322 R=60.291565;X=-28.364 Y=-224.014 Z=-18.723;P=11.726922 Y=85.506004 R=159.621780;X=-40.692 Y=-223.945 Z=33.115;P=-30.065302 Y=56.526970 R=-2.759796;0;0;X=-40.042 Y=-223.494 Z=32.579;X=0.441 Y=0.713 Z=-0.546
0:0:933;None;None;X=-37.349 Y=-202.456 Z=8.777;P=-61.255852 Y=-119.355827 R=20.939079;X=-29.114 Y=-223.582 Z=10.506;P=37.477951 Y=94.366699 R=178.416412;X=-36.625 Y=-224.995 Z=30.291;P=-41.952084 Y=47.627327 R=0.470480;0;0;X=-36.933 Y=-223.920 Z=30.013;X=0.527 Y=0.511 Z=-0.679
0:1:433;None;None;X=-39.110 Y=-202.895 Z=5.838;P=-54.162048 Y=-113.678627 R=24.398561;X=-32.326 Y=-225.218 Z=10.524;P=37.438240 Y=94.356300 R=178.400238;X=-35.482 Y=-222.969 Z=30.217;P=-40.703423 Y=55.959988 R=1.555866;0;0;X=-35.290 Y=-222.803 Z=29.603;X=0.312 Y=0.691 Z=-0.652
0:1:935;None;None;X=-43.449 Y=-184.329 Z=3.942;P=-52.459354 Y=-106.563789 R=25.237595;X=-32.326 Y=-225.218 Z=10.524;P=37.438240 Y=94.356300 R=178.400238;X=-38.163 Y=-205.165 Z=28.516;P=-41.307430 Y=59.644043 R=-0.242310;0;0;X=-37.982 Y=-206.324 Z=28.167;X=0.313 Y=0.686 Z=-0.657
0:2:432;None;None;X=-42.525 Y=-146.431 Z=-1.846;P=-34.838577 Y=-119.898064 R=29.473700;X=-32.326 Y=-225.218 Z=10.524;P=37.438240 Y=94.356300 R=178.400238;X=-41.309 Y=-173.844 Z=28.728;P=-46.787922 Y=57.770729 R=-9.691785;0;0;X=-41.341 Y=-175.506 Z=28.214;X=0.310 Y=0.574 Z=-0.757
0:2:933;None;None;X=-29.625 Y=-121.917 Z=-29.728;P=41.573586 Y=-117.838188 R=-2.763801;X=-32.326 Y=-225.218 Z=10.524;P=37.438240 Y=94.356300 R=178.400238;X=-37.829 Y=-154.378 Z=24.605;P=-51.735317 Y=63.426815 R=-16.986708;0;0;X=-38.548 Y=-155.268 Z=24.528;X=0.234 Y=0.531 Z=-0.815
0:3:420;None;None;X=-22.634 Y=-114.859 Z=-37.347;P=54.656883 Y=-127.712837 R=-16.749176;X=-32.326 Y=-225.218 Z=10.524;P=37.438240 Y=94.356300 R=178.400238;X=-33.011 Y=-144.870 Z=20.145;P=-52.946545 Y=58.726448 R=-14.441337;0;0;X=-32.952 Y=-144.831 Z=19.571;X=0.215 Y=0.442 Z=-0.871
0:3:921;None;None;X=-24.411 Y=-115.990 Z=-37.132;P=51.518322 Y=-125.530800 R=-16.848686;X=-32.326 Y=-225.218 Z=10.524;P=37.438240 Y=94.356300 R=178.400238;X=-33.727 Y=-147.254 Z=20.911;P=-52.312130 Y=58.112381 R=-13.926045;0;0;X=-33.994 Y=-145.584 Z=20.145;X=0.208 Y=0.445 Z=-0.871
0:4:420;None;None;X=-30.176 Y=-123.571 Z=-34.959;P=51.518299 Y=-125.530754 R=-16.848663;X=-32.326 Y=-225.218 Z=10.524;P=37.438240 Y=94.356300 R=178.400238;X=-34.780 Y=-151.149 Z=22.263;P=-50.624043 Y=57.788349 R=-13.679862;0;0;X=-35.141 Y=-150.565 Z=21.789;X=0.224 Y=0.489 Z=-0.843
0:4:920;None;None;X=-21.999 Y=-116.334 Z=-36.631;P=51.515842 Y=-125.536728 R=-16.857224;X=-32.326 Y=-225.218 Z=10.524;P=37.438240 Y=94.356300 R=178.400238;X=-31.231 Y=-145.634 Z=19.097;P=-53.347683 Y=58.663502 R=-12.916433;0;0;X=-31.261 Y=-145.313 Z=18.508;X=0.171 Y=0.467 Z=-0.867
0:5:421;None;None;X=-24.764 Y=-116.484 Z=-32.537;P=32.192635 Y=-106.514336 R=10.328067;X=-32.326 Y=-225.218 Z=10.524;P=37.438240 Y=94.356300 R=178.400238;X=-33.301 Y=-148.665 Z=20.780;P=-52.092838 Y=60.217224 R=-13.606218;0;0;X=-33.216 Y=-147.596 Z=19.970;X=0.193 Y=0.480 Z=-0.855
