Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:398;None;None;X=45.620 Y=-229.770 Z=-24.323;P=7.267710 Y=-119.482101 R=78.282036;X=60.640 Y=-239.261 Z=-46.190;P=-23.839790 Y=88.991997 R=-161.276489;X=46.806 Y=-246.267 Z=15.563;P=-50.812862 Y=85.317642 R=0.667530;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:0:881;None;None;X=43.318 Y=-237.573 Z=-15.401;P=-9.494031 Y=-134.116501 R=54.965641;X=60.640 Y=-239.261 Z=-46.190;P=-23.839790 Y=88.991997 R=-161.276489;X=43.660 Y=-241.451 Z=15.988;P=-48.908684 Y=89.526772 R=-0.297610;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:1:381;None;None;X=43.000 Y=-236.523 Z=-18.064;P=-4.723984 Y=-138.456055 R=55.246273;X=60.640 Y=-239.261 Z=-46.190;P=-23.839790 Y=88.991997 R=-161.276489;X=50.275 Y=-235.194 Z=13.635;P=-54.466633 Y=87.626900 R=3.198128;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:1:881;None;None;X=43.000 Y=-236.523 Z=-18.064;P=-4.723984 Y=-138.456055 R=55.246273;X=60.640 Y=-239.261 Z=-46.190;P=-23.839790 Y=88.991997 R=-161.276489;X=56.582 Y=-232.079 Z=11.349;P=-65.239174 Y=97.323189 R=-2.421059;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:382;None;None;X=43.000 Y=-236.523 Z=-18.064;P=-4.723984 Y=-138.456055 R=55.246273;X=60.640 Y=-239.261 Z=-46.190;P=-23.839790 Y=88.991997 R=-161.276489;X=53.371 Y=-229.732 Z=17.111;P=-46.525799 Y=85.608124 R=1.470531;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:2:882;None;None;X=48.694 Y=-230.728 Z=-27.407;P=15.596559 Y=-149.004288 R=47.339970;X=63.030 Y=-233.539 Z=-42.351;P=-28.399754 Y=101.092972 R=-158.968918;X=57.946 Y=-230.892 Z=15.665;P=-47.723873 Y=42.419056 R=9.379827;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:382;None;None;X=53.990 Y=-235.934 Z=-29.447;P=21.925144 Y=-178.574036 R=50.230171;X=63.346 Y=-240.562 Z=-37.137;P=-27.281031 Y=92.215462 R=166.503616;X=60.233 Y=-235.309 Z=10.491;P=-63.324314 Y=37.382866 R=16.543428;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:3:882;None;None;X=64.247 Y=-245.824 Z=-27.138;P=18.009453 Y=-159.684494 R=48.528297;X=78.760 Y=-249.281 Z=-37.637;P=-26.898014 Y=97.057335 R=-173.290756;X=71.571 Y=-246.210 Z=13.041;P=-56.248264 Y=54.714294 R=3.817269;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:4:397;None;None;X=63.630 Y=-248.209 Z=-27.766;P=21.023088 Y=-149.330963 R=51.567158;X=78.330 Y=-246.628 Z=-36.550;P=-24.257702 Y=104.141182 R=174.576187;X=70.723 Y=-248.701 Z=13.615;P=-56.721928 Y=72.891846 R=-3.751622;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:4:896;None;None;X=58.582 Y=-247.229 Z=-26.005;P=22.502098 Y=-143.173294 R=55.828880;X=74.609 Y=-227.301 Z=-7.900;P=24.892513 Y=104.322975 R=113.066261;X=66.540 Y=-248.170 Z=15.563;P=-50.106159 Y=77.864655 R=-1.871343;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
