Time;RightHandObject;LeftHandObject;RightHandPos;RightHandRot;LeftHandPos;LeftHandRot;HeadPos;HeadRot;ObjectPut;TotalErrors;EyeTrackerPos;EyeTrackerDir
0:0:364;None;None;X=-132.141 Y=-207.310 Z=5.999;P=-56.367470 Y=160.916504 R=86.449219;X=-134.423 Y=-215.696 Z=-55.998;P=-46.621506 Y=24.646605 R=-138.958313;X=-153.421 Y=-219.526 Z=27.175;P=-22.963984 Y=24.822218 R=-0.901093;0;0;X=-152.503 Y=-219.119 Z=26.751;X=0.808 Y=0.396 Z=-0.436
0:0:864;None;None;X=-130.405 Y=-199.044 Z=-2.781;P=-50.740070 Y=-171.348984 R=54.742691;X=-134.423 Y=-215.696 Z=-55.998;P=-46.621506 Y=24.646605 R=-138.958313;X=-145.975 Y=-218.893 Z=23.533;P=-39.835663 Y=21.145664 R=-0.725343;0;0;X=-146.719 Y=-217.951 Z=23.247;X=0.722 Y=0.169 Z=-0.671
0:1:364;None;None;X=-121.649 Y=-193.835 Z=-7.399;P=-36.919949 Y=-144.297043 R=41.058964;X=-109.216 Y=-233.985 Z=-39.663;P=42.132210 Y=55.494503 R=-151.363754;X=-129.091 Y=-223.929 Z=22.325;P=-41.402336 Y=37.733791 R=-2.594543;0;0;X=-130.427 Y=-223.704 Z=22.176;X=0.458 Y=0.507 Z=-0.730
0:1:863;None;None;X=-116.401 Y=-194.993 Z=-16.370;P=-19.163393 Y=-136.535889 R=40.193634;X=-88.973 Y=-230.190 Z=-49.717;P=-49.764332 Y=36.061371 R=-127.270416;X=-116.693 Y=-222.067 Z=20.228;P=-48.137596 Y=39.534721 R=-0.635985;0;0;X=-117.910 Y=-222.352 Z=19.702;X=0.551 Y=0.248 Z=-0.797
0:2:364;None;None;X=-103.637 Y=-179.746 Z=-20.696;P=-16.735432 Y=-145.750885 R=46.947685;X=-90.750 Y=-215.371 Z=-51.300;P=-46.007156 Y=46.716869 R=-143.371567;X=-108.036 Y=-206.484 Z=20.002;P=-51.363644 Y=42.631210 R=-5.843998;0;0;X=-108.261 Y=-207.975 Z=18.992;X=0.319 Y=0.455 Z=-0.831
0:2:864;None;None;X=-114.945 Y=-172.735 Z=-17.237;P=-26.658009 Y=-112.911903 R=35.017132;X=-89.502 Y=-225.042 Z=-57.318;P=-47.010960 Y=38.555386 R=-135.507339;X=-107.577 Y=-204.113 Z=19.798;P=-48.847519 Y=71.482307 R=-11.393145;0;0;X=-106.511 Y=-204.140 Z=18.729;X=0.028 Y=0.657 Z=-0.754
0:3:364;None;None;X=-103.579 Y=-171.522 Z=-22.235;P=-20.200693 Y=-124.972237 R=36.221272;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-101.160 Y=-198.335 Z=17.849;P=-57.111485 Y=52.905285 R=-6.466406;0;0;X=-102.305 Y=-198.684 Z=17.421;X=0.313 Y=0.350 Z=-0.883
0:3:892;None;None;X=-81.617 Y=-164.687 Z=-53.935;P=23.325573 Y=-156.505127 R=61.004604;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-93.524 Y=-185.060 Z=13.645;P=-63.433704 Y=39.604572 R=-4.816588;0;0;X=-94.386 Y=-184.831 Z=12.940;X=0.215 Y=0.256 Z=-0.942
0:4:363;None;None;X=-81.210 Y=-165.888 Z=-61.230;P=38.476593 Y=-163.038162 R=54.388512;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-88.323 Y=-179.184 Z=10.267;P=-66.963135 Y=33.631340 R=-2.917022;0;0;X=-88.601 Y=-178.460 Z=9.431;X=0.162 Y=0.157 Z=-0.974
0:4:863;None;None;X=-79.431 Y=-167.446 Z=-56.331;P=16.695557 Y=-163.589279 R=55.851326;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-91.173 Y=-183.113 Z=12.570;P=-62.815361 Y=33.738167 R=-2.348264;0;0;X=-91.767 Y=-181.842 Z=11.722;X=0.214 Y=0.178 Z=-0.960
0:5:363;None;None;X=-81.059 Y=-170.876 Z=-58.778;P=27.011368 Y=-165.890350 R=65.391876;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-90.904 Y=-185.822 Z=11.742;P=-66.336197 Y=31.307226 R=-2.717496;0;0;X=-91.166 Y=-184.974 Z=10.924;X=0.200 Y=0.169 Z=-0.965
0:5:863;baseball;None;X=-79.703 Y=-174.468 Z=-58.945;P=17.607599 Y=-169.998581 R=65.834175;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-90.874 Y=-186.557 Z=11.641;P=-66.900826 Y=28.275599 R=-1.399351;0;0;X=-91.280 Y=-185.407 Z=10.717;X=0.191 Y=0.148 Z=-0.970
0:6:364;baseball;None;X=-78.940 Y=-174.521 Z=-57.650;P=12.055878 Y=-169.561600 R=62.204647;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-91.399 Y=-187.895 Z=12.239;P=-65.685768 Y=30.671305 R=-2.652251;0;0;X=-91.446 Y=-186.300 Z=10.985;X=0.195 Y=0.165 Z=-0.967
0:6:864;baseball;None;X=-82.588 Y=-173.704 Z=-46.009;P=-4.290069 Y=-161.916183 R=57.257103;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-99.756 Y=-192.069 Z=16.863;P=-57.301601 Y=48.635696 R=-6.271585;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:7:380;baseball;None;X=-107.533 Y=-144.727 Z=-37.713;P=-16.853613 Y=-129.430908 R=58.823944;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-109.584 Y=-180.684 Z=17.590;P=-52.456718 Y=73.125343 R=-12.602774;0;0;X=-108.813 Y=-182.356 Z=16.817;X=-0.020 Y=0.574 Z=-0.819
0:7:863;baseball;None;X=-114.938 Y=-127.911 Z=-51.985;P=1.135833 Y=-129.384354 R=58.634140;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-114.867 Y=-157.093 Z=14.439;P=-63.530388 Y=61.029514 R=-11.158555;0;0;X=-115.168 Y=-158.151 Z=13.925;X=0.029 Y=0.349 Z=-0.937
0:8:362;baseball;None;X=-115.542 Y=-127.654 Z=-54.327;P=6.931303 Y=-131.167709 R=55.846470;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-116.197 Y=-149.913 Z=11.503;P=-68.600258 Y=51.363861 R=-5.396404;0;0;X=-115.884 Y=-150.192 Z=10.803;X=0.069 Y=0.295 Z=-0.953
0:8:862;baseball;None;X=-115.542 Y=-127.654 Z=-54.327;P=6.931303 Y=-131.167709 R=55.846470;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-118.105 Y=-151.886 Z=12.998;P=-65.916061 Y=54.478977 R=-6.621899;0;0;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
0:9:363;None;None;X=-120.257 Y=-133.129 Z=-52.558;P=26.579735 Y=-137.279480 R=64.984901;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-122.410 Y=-160.141 Z=15.991;P=-58.495842 Y=59.124001 R=-6.231205;0;0;X=-121.641 Y=-156.994 Z=14.498;X=0.095 Y=0.391 Z=-0.915
0:9:862;None;None;X=-111.830 Y=-168.527 Z=-47.962;P=13.220705 Y=-148.642578 R=71.917427;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-123.656 Y=-188.901 Z=18.738;P=-50.448696 Y=60.051868 R=-10.899093;0;1;X=-123.970 Y=-185.746 Z=17.368;X=0.098 Y=0.551 Z=-0.829
0:10:364;None;None;X=-114.618 Y=-179.418 Z=-51.830;P=14.681744 Y=-159.193665 R=57.313698;X=-81.739 Y=-216.922 Z=-57.716;P=-47.010925 Y=38.555347 R=-135.507324;X=-111.582 Y=-196.453 Z=18.453;P=-51.702236 Y=34.854313 R=3.939616;0;1;X=0.000 Y=0.000 Z=0.000;X=0.000 Y=0.000 Z=0.000
